CODIGO DA CONTA,DESCRICAO DA CONTA,DATA,VALOR
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2018-09-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2018-12-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2019-03-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2019-06-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2019-09-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2019-12-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2020-03-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2020-06-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2020-09-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2020-12-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2021-03-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2021-06-30 00:00:00,-485570.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2021-09-30 00:00:00,-502953.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2021-12-31 00:00:00,-506942.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2022-03-31 00:00:00,-34420.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2022-06-30 00:00:00,-41300.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2022-09-30 00:00:00,-40768.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2022-12-31 00:00:00,-69740.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2023-03-31 00:00:00,-28933.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2023-06-30 00:00:00,-28933.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2023-09-30 00:00:00,-28933.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2023-12-31 00:00:00,-28933.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2024-03-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2024-03-31 00:00:00.1,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2024-06-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2024-09-30 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2024-12-31 00:00:00,0.0
6.01.01.13,CREDITO TRIBUTARIO - EXCLUSAO DO ICMS NA BASE DE CALCULO DO PIS/COFINS,2025-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2010-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2010-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2010-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2010-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2011-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2011-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2011-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2011-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2012-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2012-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2012-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2012-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2013-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2013-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2013-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2013-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2014-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2014-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2014-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2014-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2015-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2015-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2015-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2015-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2016-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2016-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2016-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2016-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2017-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2017-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2017-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2017-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2018-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2018-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2018-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2018-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2019-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2019-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2019-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2019-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2020-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2020-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2020-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2020-12-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2021-03-31 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2021-06-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2021-09-30 00:00:00,0.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2021-12-31 00:00:00,116673.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2022-03-31 00:00:00,220035.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2022-06-30 00:00:00,316446.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2022-09-30 00:00:00,294904.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2022-12-31 00:00:00,454636.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2023-03-31 00:00:00,49315.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2023-06-30 00:00:00,89448.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2023-09-30 00:00:00,46490.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2023-12-31 00:00:00,17889.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2024-03-31 00:00:00,-47777.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2024-03-31 00:00:00.1,-47777.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2024-06-30 00:00:00,-7348.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2024-09-30 00:00:00,-97525.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2024-12-31 00:00:00,-128709.0
6.01.01.14,PROVISAO/LIQUIDACAO INSTRUMENTOS FINANCEIROS DERIVATIVOS,2025-03-31 00:00:00,200531.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2010-03-31 00:00:00,-70700.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2010-06-30 00:00:00,-13593.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2010-09-30 00:00:00,-310112.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2010-12-31 00:00:00,-378019.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2011-03-31 00:00:00,-33545.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2011-06-30 00:00:00,-148039.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2011-09-30 00:00:00,-494815.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2011-12-31 00:00:00,-748906.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2012-03-31 00:00:00,-7579.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2012-06-30 00:00:00,-197874.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2012-09-30 00:00:00,-318245.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2012-12-31 00:00:00,-354559.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2013-03-31 00:00:00,-6294.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2013-06-30 00:00:00,-282634.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2013-09-30 00:00:00,-380019.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2013-12-31 00:00:00,-445242.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2014-03-31 00:00:00,-12641.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2014-06-30 00:00:00,-131280.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2014-09-30 00:00:00,-444952.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2014-12-31 00:00:00,-698673.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2015-03-31 00:00:00,-353455.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2015-06-30 00:00:00,-590504.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2015-09-30 00:00:00,-933684.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2015-12-31 00:00:00,-1202117.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2016-03-31 00:00:00,-53031.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2016-06-30 00:00:00,217499.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2016-09-30 00:00:00,189246.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2016-12-31 00:00:00,41434.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2017-03-31 00:00:00,-70398.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2017-06-30 00:00:00,-383578.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2017-09-30 00:00:00,-591089.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2017-12-31 00:00:00,-739361.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2018-03-31 00:00:00,-39573.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2018-06-30 00:00:00,-455376.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2018-09-30 00:00:00,-806940.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2018-12-31 00:00:00,-758609.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2019-03-31 00:00:00,-392495.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2019-06-30 00:00:00,-634231.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2019-09-30 00:00:00,-631293.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2019-12-31 00:00:00,-587804.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2020-03-31 00:00:00,-223088.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2020-06-30 00:00:00,-609028.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2020-09-30 00:00:00,-108472.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2020-12-31 00:00:00,129876.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2021-03-31 00:00:00,-808260.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2021-06-30 00:00:00,-1862452.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2021-09-30 00:00:00,-3039278.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2021-12-31 00:00:00,-3996354.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2022-03-31 00:00:00,-1414544.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2022-06-30 00:00:00,-2788035.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2022-09-30 00:00:00,-3508166.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2022-12-31 00:00:00,-3908778.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2023-03-31 00:00:00,283403.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2023-06-30 00:00:00,-1020026.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2023-09-30 00:00:00,-1062201.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2023-12-31 00:00:00,-1341907.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2024-03-31 00:00:00,-479973.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2024-03-31 00:00:00.1,-479973.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2024-06-30 00:00:00,-1389198.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2024-09-30 00:00:00,-2265720.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2024-12-31 00:00:00,-2310041.0
6.01.02,VARIACOES NOS ATIVOS E PASSIVOS,2025-03-31 00:00:00,-2167257.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2010-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2010-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2010-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2010-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2011-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2011-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2011-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2011-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2012-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2012-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2012-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2012-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2013-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2013-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2013-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2013-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2014-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2014-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2014-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2014-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2015-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2015-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2015-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2015-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2016-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2016-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2016-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2016-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2017-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2017-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2017-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2017-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2018-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2018-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2018-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2018-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2019-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2019-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2019-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2019-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2020-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2020-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2020-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2020-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2021-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2021-06-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2021-09-30 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2021-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2022-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2022-06-30 00:00:00,-1015125.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2022-09-30 00:00:00,-1467673.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2022-12-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2023-03-31 00:00:00,0.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2023-06-30 00:00:00,-519643.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2023-09-30 00:00:00,-571403.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2023-12-31 00:00:00,-689737.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2024-03-31 00:00:00,-260115.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2024-03-31 00:00:00.1,-260115.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2024-06-30 00:00:00,-314115.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2024-09-30 00:00:00,47701.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2024-12-31 00:00:00,-123083.0
6.01.02.01,(AUMENTO)/REDUCAO NOS CLIENTES,2025-03-31 00:00:00,-84935.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2010-03-31 00:00:00,-55872.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2010-06-30 00:00:00,-220205.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2010-09-30 00:00:00,-260135.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2010-12-31 00:00:00,-205873.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2011-03-31 00:00:00,-13249.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2011-06-30 00:00:00,-79154.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2011-09-30 00:00:00,-263387.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2011-12-31 00:00:00,-273341.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2012-03-31 00:00:00,11661.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2012-06-30 00:00:00,-65298.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2012-09-30 00:00:00,3940.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2012-12-31 00:00:00,92326.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2013-03-31 00:00:00,-10480.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2013-06-30 00:00:00,-64721.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2013-09-30 00:00:00,-164417.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2013-12-31 00:00:00,-137643.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2014-03-31 00:00:00,-10915.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2014-06-30 00:00:00,-68663.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2014-09-30 00:00:00,-205126.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2014-12-31 00:00:00,-227238.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2015-03-31 00:00:00,-120339.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2015-06-30 00:00:00,-167273.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2015-09-30 00:00:00,-250318.0
6.01.02.02,(AUMENTO)/REDUCAO NOS ESTOQUES,2015-12-31 00:00:00,-67035.0
